Rank,Release Group,Worldwide,Domestic,Foreign,Filename,Year,Domestic %,Foreign %
3881,Dhadak,549628,0,549628,2018.csv,2018,0.0,100.0
3882,23 Blast,549185,549185,0,2014.csv,2014,100.0,0.0
3883,Followed,548608,538179,10429,2020.csv,2020,98.09900694120391,1.9009930587960804
3884,We Are X,548126,45270,502856,2016.csv,2016,8.25904992647676,91.74095007352324
3885,Planetarium,546584,3262,543322,2016.csv,2016,0.5967975645097551,99.40320243549024
3886,A Girl Walks Home Alone at Night,546352,491910,54442,2014.csv,2014,90.03536181802208,9.96463818197792
3887,My Generation,546183,0,546183,2018.csv,2018,0.0,100.0
3888,Rudderless,546149,58293,487856,2014.csv,2014,10.673460905357329,89.32653909464267
3889,"DCI 2019: Big, Loud & Live 16",546060,546060,0,2019.csv,2019,100.0,0.0
3890,The Art of the Steal,544890,544890,0,2010.csv,2010,100.0,0.0
3891,He's Out There,544674,0,544674,2018.csv,2018,0.0,100.0
3892,The Day Shall Come,543993,26972,517021,2019.csv,2019,4.958152035044568,95.04184796495542
3893,Beauty and the Beast 2020 Re-release,543260,467000,76260,2020.csv,2020,85.96252254905569,14.0374774509443
3894,On Any Sunday: The Next Chapter,543044,543044,0,2014.csv,2014,100.0,0.0
3895,The Club,541515,52761,488754,2015.csv,2015,9.743220409406941,90.25677959059306
3896,Dragon Ball Z: Bardock - The Father of Goku/Dragon Ball Z: Fusion Reborn,540707,540707,0,2018.csv,2018,100.0,0.0
3897,On the Way to School 2015 Re-release,540658,7424,533234,2015.csv,2015,1.3731416163267722,98.62685838367324
3898,StarDog and TurboCat,537586,80490,457096,2019.csv,2019,14.97248812283058,85.02751187716942
3899,Grateful Dead Meet-Up 2019,537153,537153,0,2019.csv,2019,100.0,0.0
3900,CatVideoFest,536566,470923,65643,2019.csv,2019,87.76609028525849,12.233909714741523
3901,Once Were Brothers: Robbie Robertson and the Band,536534,449561,86973,2020.csv,2020,83.78984370049241,16.21015629950758
3902,Karwaan,536525,182009,354516,2018.csv,2018,33.92367550440334,66.07632449559667
3903,Hungry Hearts,534549,6921,527628,2015.csv,2015,1.2947363104224308,98.70526368957758
3904,What They Had,533579,260136,273443,2018.csv,2018,48.75304312950847,51.24695687049153
3905,Creature,533235,508714,24521,2011.csv,2011,95.40146464504393,4.59853535495607
3906,Kill Your Friends,533147,0,533147,2015.csv,2015,0.0,100.0
3907,Kahaani 2,532877,350703,182174,2016.csv,2016,65.81312385409767,34.18687614590234
3908,Standing Ovation,531806,531806,0,2010.csv,2010,100.0,0.0
3909,Metropolis 2010 Re-release,529603,529603,0,2010.csv,2010,100.0,0.0
3910,Margaret Atwood: Live in Cinemas,529285,93690,435595,2019.csv,2019,17.7012384632098,82.2987615367902
3911,The Call,527680,515831,11849,2020.csv,2020,97.75451030927836,2.2454896907216493
3912,Willy Wonka & the Chocolate Factory 2016 Re-release,526954,526633,321,2016.csv,2016,99.93908386690299,0.06091613309700657
3913,Only Yesterday 2016 Re-release,525958,453243,72715,2016.csv,2016,86.17475159613505,13.825248403864949
3914,The Audience 2019 Re-release,523432,106529,416903,2019.csv,2019,20.352022803344084,79.64797719665592
3915,Bolshoi Ballet: Carmen Suite/Petrushka,522179,207523,314656,2019.csv,2019,39.741736071347184,60.25826392865282
3916,Sound City,521181,422853,98328,2013.csv,2013,81.13361768752124,18.866382312478773
3917,The Spy Behind Home Plate,519525,519525,0,2019.csv,2019,100.0,0.0
3918,Wild Nights with Emily,519487,519487,0,2019.csv,2019,100.0,0.0
3919,Scatter My Ashes at Bergdorf's,518342,518342,0,2013.csv,2013,100.0,0.0
3920,Trespass Against Us,517197,5711,511486,2017.csv,2017,1.1042214088635471,98.89577859113645
3921,Grave of the Fireflies,516962,516962,0,2018.csv,2018,100.0,0.0
3922,Listen to Me Marlon,516337,425831,90506,2015.csv,2015,82.4715253797423,17.5284746202577
3923,The Sandlot 2018 Re-release,516130,516130,0,2018.csv,2018,100.0,0.0
3924,"Love, Wedding, Marriage",515823,1926,513897,2011.csv,2011,0.3733838933122408,99.62661610668776
3925,The Big Ugly,515399,514107,1292,2020.csv,2020,99.74932042941488,0.25067957058511947
3926,Preacher's Kid,515065,515065,0,2010.csv,2010,100.0,0.0
3927,A Hard Day's Night 2014 Re-release,515005,515005,0,2014.csv,2014,100.0,0.0
3928,Goodbye First Love,514913,95000,419913,2011.csv,2011,18.44971869034186,81.55028130965813
3929,Bullitt 2018 Re-release,511350,511350,0,2018.csv,2018,100.0,0.0
3930,Black Butler: Book of the Atlantic,511132,248286,262846,2017.csv,2017,48.57571038401039,51.42428961598961
3931,Monsters and Men,510967,500101,10866,2018.csv,2018,97.87344388189453,2.1265561181054746
3932,Unsullied,510957,510957,0,2016.csv,2016,100.0,0.0
3933,Bol,509872,188850,321022,2011.csv,2011,37.03870775410299,62.961292245897006
3934,Saving Private Ryan 2019 Re-release,508694,508694,0,2019.csv,2019,100.0,0.0
3935,Una,508169,22815,485354,2017.csv,2017,4.489648128870514,95.51035187112949
3936,The Inevitable Defeat of Mister & Pete,506303,494608,11695,2013.csv,2013,97.69011836785482,2.309881632145178
3937,Our Last Tango,505885,100086,405799,2015.csv,2015,19.784338337764513,80.21566166223549
3938,Gabriel and the Mountain,505769,18415,487354,2017.csv,2017,3.640990254444223,96.35900974555578
3939,Have a Nice Day,504003,79393,424610,2018.csv,2018,15.752485600284125,84.24751439971587
3940,Letters From Baghdad,502941,359735,143206,2017.csv,2017,71.52628240688271,28.473717593117282
3941,Chuck,502518,320725,181793,2017.csv,2017,63.82358442881648,36.17641557118352
3942,Deli Man,502294,502294,0,2015.csv,2015,100.0,0.0
3943,Bride Flight 2011 Re-release,501360,501360,0,2011.csv,2011,100.0,0.0
3944,Synonyms,501223,206003,295220,2019.csv,2019,41.1000692306618,58.89993076933819
3945,Spell,500104,500104,0,2020.csv,2020,100.0,0.0
3946,Smashed,499725,376597,123128,2012.csv,2012,75.36084846665666,24.63915153334334
3947,Hamari Adhuri Kahani,498774,235361,263413,2015.csv,2015,47.18790474242843,52.81209525757157
3948,Whisper of the Heart 2019 Re-release,498156,498156,0,2019.csv,2019,100.0,0.0
3949,Kahlil Gibran's The Prophet 2015 Re-release,496914,370146,126768,2015.csv,2015,74.48894577331289,25.511054226687115
3950,Felix and Meira,496714,447353,49361,2015.csv,2015,90.06249068880685,9.937509311193162
3951,April and the Extraordinary World,495879,295488,200391,2015.csv,2015,59.58873031525837,40.41126968474164
3952,Nausicaä of the Valley of the Wind 2019 Re-release,495770,495770,0,2019.csv,2019,100.0,0.0
3953,Eden,494949,65460,429489,2014.csv,2014,13.225605062339756,86.77439493766025
3954,Steve Jobs: The Man in the Machine,494506,494506,0,2015.csv,2015,100.0,0.0
3955,Monty Python's Life of Brian 2019 Re-release,494444,161507,332937,2019.csv,2019,32.66436643987994,67.33563356012006
3956,The Polar Express 2013 IMAX Release,493776,493776,0,2013.csv,2013,100.0,0.0
3957,Two Night Stand,492332,18612,473720,2014.csv,2014,3.780375843942705,96.2196241560573
3958,Soul on a String,491294,3669,487625,2017.csv,2017,0.7468033397517576,99.25319666024825
3959,Wolves,491154,12139,479015,2014.csv,2014,2.4715262422783892,97.52847375772161
3960,Open Grave,489812,0,489812,2013.csv,2013,0.0,100.0
3961,Zama,489692,200600,289092,2017.csv,2017,40.96452463997778,59.03547536002222
3962,L'amour fou,489126,312494,176632,2010.csv,2010,63.88824147561159,36.1117585243884
3963,What Richard Did,488327,2749,485578,2012.csv,2012,0.562942454543779,99.43705754545621
3964,At Any Price,487455,380594,106861,2013.csv,2013,78.07777128145162,21.92222871854838
3965,London Fields,487420,252676,234744,2018.csv,2018,51.83948135078577,48.16051864921423
3966,Beach Rats,486623,473771,12852,2017.csv,2017,97.3589411104695,2.6410588895304987
3967,Summerland,486218,58498,427720,2020.csv,2020,12.031228790377979,87.96877120962202
3968,Cooties,485544,60058,425486,2015.csv,2015,12.369218855551711,87.63078114444829
3969,The Russian Five,485049,485049,0,2019.csv,2019,100.0,0.0
3970,63 Up,483684,483684,0,2019.csv,2019,100.0,0.0
3971,Our Little Sister 2016 Re-release,483559,467555,16004,2016.csv,2016,96.69037283971552,3.3096271602844745
3972,Lawrence of Arabia 2019 Re-release,482281,482281,0,2019.csv,2019,100.0,0.0
3973,The Journey,482209,155475,326734,2017.csv,2017,32.24224350852016,67.75775649147984
3974,I Origins,481234,336472,144762,2014.csv,2014,69.91858430617953,30.081415693820468
3975,Breathe In,481079,89661,391418,2013.csv,2013,18.63747949920907,81.36252050079094
3976,Father of My Children,480834,144022,336812,2010.csv,2010,29.952540793704273,70.04745920629573
3977,The Third Man 2015 Re-release,478945,449191,29754,2015.csv,2015,93.78759565294553,6.212404347054464
3978,Brotherly Love,478595,478595,0,2015.csv,2015,100.0,0.0
3979,Liam Gallagher: As It Was,477009,0,477009,2019.csv,2019,0.0,100.0
3980,Heart of a Dog,476384,420813,55571,2015.csv,2015,88.33483072479345,11.665169275206557
3981,The Babymakers,475511,7889,467622,2012.csv,2012,1.6590573088740326,98.34094269112596
3982,Gorillaz: Reject False Icons,475465,453687,21778,2019.csv,2019,95.41964182431934,4.58035817568065
3983,The Shawshank Redemption 2019 Re-release,473776,358507,115269,2019.csv,2019,75.67014791800345,24.329852081996556
3984,On the Job,472890,164620,308270,2013.csv,2013,34.81147835648882,65.18852164351118
3985,Pearl Jam Twenty,471334,471334,0,2011.csv,2011,100.0,0.0
3986,Darbareye Elly 2015 Re-release,470760,470760,0,2015.csv,2015,100.0,0.0
3987,White Bird in a Blizzard,469701,33821,435880,2014.csv,2014,7.200538214736609,92.79946178526339
3988,Matangi/Maya/M.I.A,469489,230808,238681,2018.csv,2018,49.16153520103773,50.83846479896228
3989,DCI 2017 Tour Premeire,467817,467817,0,2017.csv,2017,100.0,0.0
3990,Time Freak,467693,10003,457690,2018.csv,2018,2.1387961761240812,97.86120382387593
3991,Hail Satan?,467361,424284,43077,2019.csv,2019,90.78292797216713,9.217072027832875
3992,True History of the Kelly Gang,467198,33817,433381,2020.csv,2020,7.238258725422626,92.76174127457737
3993,Last Days in Vietnam,466114,466114,0,2014.csv,2014,100.0,0.0
3994,Neighboring Sounds,465082,60255,404827,2012.csv,2012,12.95577984097428,87.04422015902573
3995,Ghanchakkar,464803,203044,261759,2013.csv,2013,43.683883279582965,56.31611672041704
3996,Puffs: Filmed Live Off Broadway,464483,464483,0,2018.csv,2018,100.0,0.0
3997,Deepsea Challenge,462959,235659,227300,2014.csv,2014,50.90277972779447,49.097220272205526
3998,Before We Go,462875,37151,425724,2015.csv,2015,8.02614096678369,91.97385903321631
3999,The Bag Man,461780,56574,405206,2014.csv,2014,12.251288492355668,87.74871150764433
4000,MFKZ,461724,229423,232301,2018.csv,2018,49.68834195320148,50.31165804679853
4001,Scotty and the Secret History of Hollywood,461689,461689,0,2018.csv,2018,100.0,0.0
4002,Bully,461405,279202,182203,2012.csv,2012,60.51126450732003,39.488735492679965
4003,Disorder,460997,51879,409118,2015.csv,2015,11.25365240988553,88.74634759011447
4004,The Dark Knight 2018 Re-release,460178,375589,84589,2018.csv,2018,81.61819991394634,18.38180008605366
4005,Inside Out 2020 Re-release,460176,460000,176,2020.csv,2020,99.96175376377734,0.038246236222662634
4006,Manglehorn,459636,143101,316535,2015.csv,2015,31.133549156288893,68.8664508437111
4007,Christmas Jars,459462,459462,0,2019.csv,2019,100.0,0.0
4008,Eric Clapton: A Life in 12 Bars,459088,0,459088,2017.csv,2017,0.0,100.0
4009,South Pacific 2018 Re-release,458000,458000,0,2018.csv,2018,100.0,0.0
4010,We Steal Secrets,457517,166243,291274,2013.csv,2013,36.33591757246179,63.66408242753822
4011,Paradise: Hope,457132,6701,450431,2013.csv,2013,1.4658785646159096,98.5341214353841
4012,Sound of Noise,456366,24565,431801,2010.csv,2010,5.382741045564305,94.61725895443568
4013,Staying Vertical,456271,12158,444113,2016.csv,2016,2.6646444766377875,97.33535552336221
4014,Lola Versus,455754,252603,203151,2012.csv,2012,55.42529522505563,44.57470477494438
4015,The Gospel According to André,454550,400713,53837,2018.csv,2018,88.1559784402156,11.844021559784403
4016,The Most Dangerous Man in America: Daniel Ellsberg and the Pentagon Papers,453993,453993,0,2010.csv,2010,100.0,0.0
4017,Leaning Into The Wind,452372,400530,51842,2018.csv,2018,88.53996268557735,11.460037314422642
4018,Sailor Moon R: The Movie: The Promise of the Rose,452053,452053,0,2017.csv,2017,100.0,0.0
4019,The Perfect Host,450885,48764,402121,2011.csv,2011,10.815174601062354,89.18482539893763
4020,Perfect Blue 2017 Re-release,450594,446062,4532,2017.csv,2017,98.99421652307842,1.0057834769215745
4021,Kill List,450275,29063,421212,2011.csv,2011,6.454500027760812,93.54549997223918
4022,Pearl Jam: Let's Play Two,450273,348833,101440,2017.csv,2017,77.47144510108312,22.52855489891688
4023,Hesher,449702,382946,66756,2011.csv,2011,85.15550297752735,14.84449702247266
4024,17 Girls,449626,15123,434503,2011.csv,2011,3.3634620773709702,96.63653792262903
4025,The Rocket,449064,56823,392241,2013.csv,2013,12.65365293143071,87.34634706856929
4026,Before We Vanish,448829,52087,396742,2017.csv,2017,11.605087906530104,88.39491209346988
4027,The Sleeping Beauty,446131,29066,417065,2011.csv,2011,6.515126722868395,93.48487327713161
4028,Cruel Intentions 2019 Re-release,445218,445218,0,2019.csv,2019,100.0,0.0
4029,Charlie Countryman,443990,11650,432340,2013.csv,2013,2.6239329714633213,97.37606702853668
4030,Porco Rosso 2018 Re-release,443059,443059,0,2018.csv,2018,100.0,0.0
4031,Prince Avalanche,442313,205139,237174,2013.csv,2013,46.378695629565485,53.62130437043451
4032,Elf 2018 Re-release,442073,442073,0,2018.csv,2018,100.0,0.0
4033,Bastards,439935,24525,415410,2013.csv,2013,5.574687169695523,94.42531283030448
4034,Bitch Slap,439587,17365,422222,2010.csv,2010,3.950298803194817,96.04970119680519
4035,Burden,439139,139270,299869,2020.csv,2020,31.714331908575645,68.28566809142436
4036,Desert Dancer,438165,155271,282894,2014.csv,2014,35.43665057683749,64.5633494231625
4037,CatVideoFest 2020,437625,437625,0,2020.csv,2020,100.0,0.0
4038,My Kingdom,435759,36533,399226,2011.csv,2011,8.383762584364293,91.61623741563571
4039,We the Animals,434743,400961,33782,2018.csv,2018,92.22943210126444,7.7705678987355755
4040,What We Left Behind: Star Trek DS9,434437,382457,51980,2019.csv,2019,88.03508909231948,11.964910907680515
4041,DCI 2018 Tour Premeire,434008,434008,0,2018.csv,2018,100.0,0.0
4042,Rosenwald,433924,433924,0,2015.csv,2015,100.0,0.0
4043,Bjork: Biophilia Live,433686,127754,305932,2014.csv,2014,29.457718256987775,70.54228174301223
4044,I Want Your Money,433588,433588,0,2010.csv,2010,100.0,0.0
4045,The Sower,433112,36233,396879,2018.csv,2018,8.365734498236021,91.63426550176398
4046,Harmony,430568,23248,407320,2015.csv,2015,5.3993794243882505,94.60062057561174
4047,Ghostbusters 2019 Re-release,430435,369612,60823,2019.csv,2019,85.86941117706506,14.13058882293494
4048,Andy Irons: Kissed by God,430393,285933,144460,2018.csv,2018,66.43532771211427,33.56467228788572
4049,Iron Man 2020 Re-release,430000,430000,0,2020.csv,2020,100.0,0.0
4050,Go Goa Gone,429350,298457,130893,2013.csv,2013,69.51368347502039,30.486316524979625
4051,On the Beach at Night Alone,429159,37489,391670,2017.csv,2017,8.735457021756506,91.2645429782435
4052,Infamous,429148,429148,0,2020.csv,2020,100.0,0.0
4053,Guardians of the Galaxy 2020 Re-release,428424,406000,22424,2020.csv,2020,94.76593281422142,5.234067185778574
4054,Blackway,426491,27079,399412,2016.csv,2016,6.349254732221782,93.6507452677782
4055,Happy Bhaag Jayegi,426345,351840,74505,2016.csv,2016,82.5247158990958,17.475284100904197
4056,Killing Sarai,425332,425332,0,2019.csv,2019,100.0,0.0
4057,Vertigo 2018 Re-release,425152,394212,30940,2018.csv,2018,92.72260273972603,7.277397260273973
4058,Sound of My Voice,424088,408015,16073,2012.csv,2012,96.20998472015242,3.7900152798475784
4059,Viva,423976,178008,245968,2016.csv,2016,41.98539539973961,58.01460460026039
4060,God Help the Girl,423306,102757,320549,2014.csv,2014,24.27487444071192,75.72512555928807
4061,Cirque du Soleil in Cinema: KURIOS - Cabinet of Curiosities,422760,413039,9721,2018.csv,2018,97.70058662125084,2.299413378749172
4062,Mississippi Grind,422746,130541,292205,2015.csv,2015,30.87929868053157,69.12070131946842
4063,Behaving Badly,422697,0,422697,2014.csv,2014,0.0,100.0
4064,Ben-Hur 2019 Re-release,422622,422622,0,2019.csv,2019,100.0,0.0
4065,Super,422618,327716,94902,2011.csv,2011,77.54425982802437,22.455740171975638
4066,Settai,422247,87838,334409,2013.csv,2013,20.802516062873153,79.19748393712685
4067,Mad Max: Fury Road 2016 Re-release,421986,421986,0,2016.csv,2016,100.0,0.0
4068,She's Beautiful When She's Angry,421573,421573,0,2014.csv,2014,100.0,0.0
4069,The Bounce Back,421404,321910,99494,2016.csv,2016,76.38987764710349,23.610122352896507
4070,The Cold Blue,420177,420177,0,2019.csv,2019,100.0,0.0
4071,Voiceless,419952,419952,0,2016.csv,2016,100.0,0.0
4072,Frankenstein 2018 Re-release,417783,417783,0,2018.csv,2018,100.0,0.0
4073,Happy Phirr Bhag Jayegi,417669,103385,314284,2018.csv,2018,24.75285453313509,75.24714546686491
4074,Bolshoi Ballet: Le Corsaire,417152,190192,226960,2019.csv,2019,45.59297330469469,54.407026695305305
4075,Dirty Wars,416853,384473,32380,2013.csv,2013,92.2322737271892,7.7677262728107985
4076,Tales of Halloween,416792,0,416792,2015.csv,2015,0.0,100.0
4077,Manifesto,416389,161101,255288,2017.csv,2017,38.69002303134809,61.30997696865192
4078,Status Update,416178,4764,411414,2018.csv,2018,1.1447025071003272,98.85529749289968
4079,Sand Storm,414698,86800,327898,2016.csv,2016,20.930894289338266,79.06910571066173
4080,The Ottoman Lieutenant,413844,240978,172866,2017.csv,2017,58.229187809899386,41.77081219010062
4081,The Mafia Kills Only in Summer 2015 Re-release,413236,37134,376102,2015.csv,2015,8.986148351063315,91.01385164893668
4082,The Moth Diaries,413035,3838,409197,2012.csv,2012,0.9292190734441392,99.07078092655586
4083,Unbranded,412792,410185,2607,2015.csv,2015,99.36844706292757,0.6315529370724239
4084,Tulsa,412269,412269,0,2020.csv,2020,100.0,0.0
4085,Rage,411967,5594,406373,2010.csv,2010,1.3578757521840341,98.64212424781597
4086,R... Rajkumar,410495,166503,243992,2013.csv,2013,40.56151719265764,59.43848280734235
4087,Badlapur,409166,409166,0,2015.csv,2015,100.0,0.0
4088,Song One,408918,32251,376667,2015.csv,2015,7.8869113122924395,92.11308868770756
4089,The Reliant,408747,408747,0,2019.csv,2019,100.0,0.0
4090,Sleeping Beauty,408680,36578,372102,2011.csv,2011,8.950278946853283,91.04972105314671
4091,The 5th Quarter,408159,408159,0,2011.csv,2011,100.0,0.0
4092,Back to the Future 2020 Re-release,407977,247000,160977,2020.csv,2020,60.54262862857465,39.457371371425346
4093,"Love, Kennedy",407871,407871,0,2017.csv,2017,100.0,0.0
4094,Please Stand By,406732,9868,396864,2018.csv,2018,2.426167599303718,97.57383240069628
4095,Chasing Trane: The John Coltrane Documentary,406284,406284,0,2017.csv,2017,100.0,0.0
4096,Gabrielle,406256,5534,400722,2013.csv,2013,1.3621952660391476,98.63780473396085
4097,The Square 2010 Re-release,406116,406116,0,2010.csv,2010,100.0,0.0
4098,The Hunting Ground,405917,405917,0,2015.csv,2015,100.0,0.0
4099,The Tempest,405861,277943,127918,2010.csv,2010,68.48231291008497,31.517687089915018
4100,Stake Land,405380,33245,372135,2011.csv,2011,8.200947259361586,91.79905274063842
4101,Happy Magic,405268,10697,394571,2011.csv,2011,2.639487943780412,97.36051205621959
4102,The Philadelphia Story 2018 Re-release,404524,404524,0,2018.csv,2018,100.0,0.0
4103,God's Pocket,403713,169976,233737,2014.csv,2014,42.10317725711087,57.89682274288913
4104,Meet Me in St. Louis 75th Anniversary,403521,403521,0,2019.csv,2019,100.0,0.0
4105,The Apu Trilogy,402723,402723,0,2015.csv,2015,100.0,0.0
4106,Drinking Buddies,401914,343341,58573,2013.csv,2013,85.42648427275486,14.573515727245132
4107,The Oath,401463,401463,0,2018.csv,2018,100.0,0.0
4108,Freetown,401328,401328,0,2015.csv,2015,100.0,0.0
4109,"Hello, Dolly!",400881,400881,0,2019.csv,2019,100.0,0.0
4110,Racer and the Jailbird,400026,46337,353689,2017.csv,2017,11.583497072690276,88.41650292730972
4111,West Side Story 2018 Re-release,398670,398670,0,2018.csv,2018,100.0,0.0
4112,She Dies Tomorrow,398663,398663,0,2020.csv,2020,100.0,0.0
4113,Space Mutiny,397887,397887,0,2018.csv,2018,100.0,0.0
4114,Berlin Syndrome,397783,28660,369123,2017.csv,2017,7.2049333430538764,92.79506665694612
4115,Krull 2018 Re-release,397157,397157,0,2018.csv,2018,100.0,0.0
4116,God Bless America,393880,122550,271330,2012.csv,2012,31.113537117903928,68.88646288209607
4117,Into the Abyss,393714,223880,169834,2011.csv,2011,56.86361165719278,43.136388342807216
4118,Three,391957,331507,60450,2016.csv,2016,84.57738986674559,15.422610133254414
4119,Tiny Furniture,391674,391674,0,2010.csv,2010,100.0,0.0
4120,The Escape,390881,14018,376863,2018.csv,2018,3.5862577101470783,96.41374228985292
4121,Detropia,390024,390024,0,2012.csv,2012,100.0,0.0
4122,Once Upon a Time in Mumbaai Dobara,389237,0,389237,2013.csv,2013,0.0,100.0
4123,Singh Saab the Great,388622,225668,162954,2013.csv,2013,58.0687660503008,41.93123394969919
4124,Keep the Lights On,388331,246112,142219,2012.csv,2012,63.37686149187163,36.62313850812838
4125,"Westwood: Punk, Icon, Activist",386856,58979,327877,2018.csv,2018,15.245724507310213,84.75427549268979
4126,Hitchcock/Truffaut,386471,260430,126041,2015.csv,2015,67.38668619378944,32.613313806210556
4127,The Wedding Guest,386166,386166,0,2019.csv,2019,100.0,0.0
4128,How to Talk to Girls at Parties,385733,84809,300924,2018.csv,2018,21.986451768451236,78.01354823154877
4129,Samurai Cop,384756,384756,0,2017.csv,2017,100.0,0.0
4130,Bethlehem,384670,201700,182970,2014.csv,2014,52.43455429329035,47.565445706709646
4131,The Secret World of Arrietty 2019 Re-release,384289,384289,0,2019.csv,2019,100.0,0.0
4132,Digimon Adventure tri. Part 5: Coexistence,382119,52339,329780,2017.csv,2017,13.697042020941119,86.30295797905887
4133,Z for Zachariah,381839,121461,260378,2015.csv,2015,31.80947991169053,68.19052008830947
4134,Flower,380553,328188,52365,2018.csv,2018,86.23976161007796,13.760238389922034
4135,Jane and Emma,380030,380030,0,2018.csv,2018,100.0,0.0
4136,Daughter of Mine,379010,10628,368382,2018.csv,2018,2.804147647819319,97.19585235218068
4137,I'll Push You: A Real-Life Inspiration,378899,378899,0,2017.csv,2017,100.0,0.0
4138,Shahid,377803,12153,365650,2013.csv,2013,3.216755822478911,96.78324417752108
4139,Miss Hokusai,377702,222670,155032,2015.csv,2015,58.9538842791407,41.0461157208593
4140,Attack on Titan: Smoke Signal,377334,377334,0,2018.csv,2018,100.0,0.0
4141,Le talent de mes amis,376522,889,375633,2015.csv,2015,0.23610838144915836,99.76389161855084
4142,Great Performances at the Met: Puccini: Turandot,375295,0,375295,2019.csv,2019,0.0,100.0
4143,Chronic,374704,9033,365671,2016.csv,2016,2.4107028481147785,97.58929715188522
4144,Jurassic Park 2018 Re-release,374238,374238,0,2018.csv,2018,100.0,0.0
4145,Pom Poko 2018 Re-release,372405,372405,0,2018.csv,2018,100.0,0.0
4146,Eloise,372137,0,372137,2017.csv,2017,0.0,100.0
4147,Fanny,371657,8735,362922,2013.csv,2013,2.3502853437443667,97.64971465625564
4148,7 Boxes,370892,38106,332786,2013.csv,2013,10.274149887298728,89.72585011270127
4149,Hava Nagila,370218,370218,0,2013.csv,2013,100.0,0.0
4150,"Ruben Brandt, Collector 2018 Re-release",369809,117963,251846,2018.csv,2018,31.898358341738575,68.10164165826143
4151,Mooz-Lum,369129,369129,0,2011.csv,2011,100.0,0.0
4152,When Comedy Went to School,369065,369065,0,2013.csv,2013,100.0,0.0
4153,Fatima,368600,0,368600,2020.csv,2020,0.0,100.0
4154,The Void,368372,151042,217330,2017.csv,2017,41.00257348549835,58.99742651450165
4155,Dark Awakening,367925,0,367925,2015.csv,2015,0.0,100.0
4156,Yellow Rose,367849,367849,0,2020.csv,2020,100.0,0.0
4157,Cunningham,367560,265102,102458,2019.csv,2019,72.12482315812385,27.875176841876154
4158,Room 237,367406,296359,71047,2012.csv,2012,80.66253681213699,19.33746318786302
4159,INXS: Baby Live at Wembly Stadium,366425,161750,204675,2019.csv,2019,44.14273043596916,55.857269564030844
4160,Grease 2010 Sing-a-long,365802,365802,0,2010.csv,2010,100.0,0.0
4161,Eat That Question,365540,355074,10466,2016.csv,2016,97.13683864966899,2.8631613503310174
4162,Glen Campbell: I'll Be Me,365422,365422,0,2014.csv,2014,100.0,0.0
4163,Lords of Chaos,365353,253184,112169,2019.csv,2019,69.2984592982677,30.7015407017323
4164,Clemency,364952,364716,236,2019.csv,2019,99.93533396172647,0.06466603827352638
4165,BOSTON: An American Running Story,364369,364369,0,2017.csv,2017,100.0,0.0
4166,The Kid Detective,364138,364138,0,2020.csv,2020,100.0,0.0
4167,Jig,363320,183790,179530,2011.csv,2011,50.58626004624023,49.41373995375977
4168,The Breadwinner,363307,312381,50926,2017.csv,2017,85.98265378866908,14.017346211330914
4169,Breathless 2010 Re-release,363031,363031,0,2010.csv,2010,100.0,0.0
4170,The Tobacconist,360996,0,360996,2019.csv,2019,0.0,100.0
4171,These Final Hours,360234,0,360234,2014.csv,2014,0.0,100.0
4172,Souvenir,359798,11411,348387,2016.csv,2016,3.1715017871138804,96.82849821288612
4173,Disney Junior HalloVeen Party!,359745,359745,0,2017.csv,2017,100.0,0.0
4174,Happy Ending,359542,313770,45772,2014.csv,2014,87.26935935161956,12.73064064838044
4175,K-12,359377,303230,56147,2019.csv,2019,84.37657390428436,15.623426095715642
4176,Government 3,358928,249588,109340,2017.csv,2017,69.5370659296572,30.4629340703428
4177,Love in Space,358486,34787,323699,2011.csv,2011,9.703865701868414,90.29613429813159
4178,Everly,358156,0,358156,2015.csv,2015,0.0,100.0
4179,Welcome to the Rileys,358014,158898,199116,2010.csv,2010,44.38318054601217,55.61681945398783
4180,Bel Canto,357462,125569,231893,2018.csv,2018,35.12792968203613,64.87207031796387
4181,National Gallery,354971,253941,101030,2014.csv,2014,71.53852004811661,28.461479951883394
4182,Hello I Must Be Going,354939,106709,248230,2012.csv,2012,30.064039172928307,69.9359608270717
4183,The Invitation,354835,231737,123098,2016.csv,2016,65.30838276945623,34.69161723054378
4184,Kaashmora,354631,327959,26672,2016.csv,2016,92.47894290121282,7.52105709878719
4185,Las Acacias,354391,6000,348391,2011.csv,2011,1.6930452522778514,98.30695474772216
4186,The Tomorrow Man,354103,354103,0,2019.csv,2019,100.0,0.0
4187,Like Dandelion Dust,352810,352810,0,2010.csv,2010,100.0,0.0
4188,Long Strange Trip - The Untold Story of The Grateful Dead,351957,351957,0,2017.csv,2017,100.0,0.0
4189,The Wizard of Oz 2018 Re-release,351839,351839,0,2018.csv,2018,100.0,0.0
4190,Aferim!,350110,108110,242000,2015.csv,2015,30.878866641912538,69.12113335808746
4191,Howards End 2016 Re-release,349993,160282,189711,2016.csv,2016,45.795773058318304,54.20422694168169
4192,Tehran Taboo,349886,74758,275128,2017.csv,2017,21.36638790920471,78.6336120907953
4193,Satanic,349183,252,348931,2016.csv,2016,0.07216846180942371,99.92783153819059
4194,Suicide the Ripple Effect,347468,347468,0,2018.csv,2018,100.0,0.0
4195,The Good Heart,346851,20930,325921,2010.csv,2010,6.034291381601898,93.9657086183981
